file_names,steering,throttle,Angles,Norm_angles
02_09__23_31_35_35.jpg,1478,1462,-0.61,-0.06
02_09__23_31_35_46.jpg,1478,1462,-0.61,-0.06
02_09__23_31_35_56.jpg,1472,1468,-1.13,-0.07
02_09__23_31_35_67.jpg,1471,1468,-1.22,-0.08
02_09__23_31_35_77.jpg,1471,1468,-1.22,-0.08
02_09__23_31_35_77.jpg,1472,1468,-1.13,-0.07
02_09__23_31_35_87.jpg,1472,1468,-1.13,-0.07
02_09__23_31_35_98.jpg,1472,1468,-1.13,-0.07
02_09__23_31_36_08.jpg,1472,1468,-1.13,-0.07
02_09__23_31_36_19.jpg,1471,1468,-1.22,-0.08
02_09__23_31_36_29.jpg,1472,1468,-1.13,-0.07
02_09__23_31_36_29.jpg,1477,1468,-0.7,-0.06
02_09__23_31_36_39.jpg,1477,1462,-0.7,-0.06
02_09__23_31_36_50.jpg,1478,1462,-0.61,-0.06
02_09__23_31_36_60.jpg,1478,1462,-0.61,-0.06
02_09__23_31_36_71.jpg,1478,1462,-0.61,-0.06
02_09__23_31_36_71.jpg,1478,1462,-0.61,-0.06
02_09__23_31_36_81.jpg,1478,1462,-0.61,-0.06
02_09__23_31_36_91.jpg,1478,1462,-0.61,-0.06
02_09__23_31_37_02.jpg,1478,1462,-0.61,-0.06
02_09__23_31_37_13.jpg,1472,1468,-1.13,-0.07
02_09__23_31_37_23.jpg,1471,1468,-1.22,-0.08
02_09__23_31_37_23.jpg,1472,1468,-1.13,-0.07
02_09__23_31_37_33.jpg,1471,1468,-1.22,-0.08
02_09__23_31_37_44.jpg,1472,1468,-1.13,-0.07
02_09__23_31_37_54.jpg,1472,1468,-1.13,-0.07
02_09__23_31_37_64.jpg,1472,1468,-1.13,-0.07
02_09__23_31_37_75.jpg,1472,1468,-1.13,-0.07
02_09__23_31_37_75.jpg,1478,1468,-0.61,-0.06
02_09__23_31_37_85.jpg,1478,1468,-0.61,-0.06
02_09__23_31_37_95.jpg,1478,1462,-0.61,-0.06
02_09__23_31_38_06.jpg,1478,1462,-0.61,-0.06
02_09__23_31_38_17.jpg,1478,1462,-0.61,-0.06
02_09__23_31_38_27.jpg,1478,1462,-0.61,-0.06
02_09__23_31_38_27.jpg,1478,1462,-0.61,-0.06
02_09__23_31_38_37.jpg,1478,1462,-0.61,-0.06
02_09__23_31_38_48.jpg,1477,1462,-0.7,-0.06
02_09__23_31_38_58.jpg,1478,1462,-0.61,-0.06
02_09__23_31_38_69.jpg,1471,1468,-1.22,-0.08
02_09__23_31_38_69.jpg,1472,1468,-1.13,-0.07
02_09__23_31_38_79.jpg,1472,1468,-1.13,-0.07
02_09__23_31_38_89.jpg,1472,1468,-1.13,-0.07
02_09__23_31_39_00.jpg,1471,1468,-1.22,-0.08
02_09__23_31_39_10.jpg,1471,1468,-1.22,-0.08
02_09__23_31_39_10.jpg,1472,1468,-1.13,-0.07
02_09__23_31_39_21.jpg,1472,1468,-1.13,-0.07
02_09__23_31_39_31.jpg,1478,1468,-0.61,-0.06
02_09__23_31_39_41.jpg,1478,1462,-0.61,-0.06
02_09__23_31_39_52.jpg,1478,1462,-0.61,-0.06
02_09__23_31_39_62.jpg,1478,1462,-0.61,-0.06
02_09__23_31_39_62.jpg,1478,1462,-0.61,-0.06
02_09__23_31_39_73.jpg,1477,1462,-0.7,-0.06
02_09__23_31_39_83.jpg,1478,1462,-0.61,-0.06
02_09__23_31_39_94.jpg,1478,1462,-0.61,-0.06
02_09__23_31_40_04.jpg,1478,1462,-0.61,-0.06
02_09__23_31_40_14.jpg,1478,1462,-0.61,-0.06
02_09__23_31_40_14.jpg,1472,1468,-1.13,-0.07
02_09__23_31_40_25.jpg,1471,1468,-1.22,-0.08
02_09__23_31_40_35.jpg,1472,1468,-1.13,-0.07
02_09__23_31_40_45.jpg,1472,1468,-1.13,-0.07
02_09__23_31_40_56.jpg,1472,1468,-1.13,-0.07
02_09__23_31_40_66.jpg,1471,1468,-1.22,-0.08
02_09__23_31_40_66.jpg,1471,1468,-1.22,-0.08
02_09__23_31_40_77.jpg,1471,1468,-1.22,-0.08
02_09__23_31_40_87.jpg,1478,1469,-0.61,-0.06
02_09__23_31_40_98.jpg,1477,1468,-0.7,-0.06
02_09__23_31_41_08.jpg,1478,1462,-0.61,-0.06
02_09__23_31_41_19.jpg,1478,1461,-0.61,-0.06
02_09__23_31_41_19.jpg,1478,1462,-0.61,-0.06
02_09__23_31_41_29.jpg,1478,1462,-0.61,-0.06
02_09__23_31_41_39.jpg,1477,1462,-0.7,-0.06
02_09__23_31_41_50.jpg,1478,1462,-0.61,-0.06
02_09__23_31_41_60.jpg,1478,1462,-0.61,-0.06
02_09__23_31_41_60.jpg,1472,1469,-1.13,-0.07
02_09__23_31_41_70.jpg,1472,1469,-1.13,-0.07
02_09__23_31_41_81.jpg,1472,1470,-1.13,-0.07
02_09__23_31_41_91.jpg,1471,1470,-1.22,-0.08
02_09__23_31_42_02.jpg,1472,1472,-1.13,-0.07
02_09__23_31_42_12.jpg,1472,1473,-1.13,-0.07
02_09__23_31_42_12.jpg,1471,1496,-1.22,-0.08
02_09__23_31_42_23.jpg,1471,1528,-1.22,-0.08
02_09__23_31_42_33.jpg,1472,1528,-1.13,-0.07
02_09__23_31_42_44.jpg,1477,1470,-0.7,-0.06
02_09__23_31_42_54.jpg,1477,1462,-0.7,-0.06
02_09__23_31_42_64.jpg,1478,1464,-0.61,-0.06
02_09__23_31_42_64.jpg,1478,1471,-0.61,-0.06
02_09__23_31_42_75.jpg,1478,1481,-0.61,-0.06
02_09__23_31_42_85.jpg,1478,1480,-0.61,-0.06
02_09__23_31_42_96.jpg,1478,1479,-0.61,-0.06
02_09__23_31_43_06.jpg,1478,1468,-0.61,-0.06
02_09__23_31_43_16.jpg,1478,1467,-0.61,-0.06
02_09__23_31_43_16.jpg,1478,1467,-0.61,-0.06
02_09__23_31_43_27.jpg,1471,1473,-1.22,-0.08
02_09__23_31_43_37.jpg,1472,1474,-1.13,-0.07
02_09__23_31_43_48.jpg,1472,1474,-1.13,-0.07
02_09__23_31_43_58.jpg,1463,1475,-1.91,-0.1
02_09__23_31_43_58.jpg,1469,1477,-1.39,-0.08
02_09__23_31_43_69.jpg,1460,1482,-2.17,-0.11
02_09__23_31_43_79.jpg,1414,1494,-6.17,-0.24
02_09__23_31_43_90.jpg,1399,1505,-7.48,-0.28
02_09__23_31_43_99.jpg,1399,1505,-7.48,-0.28
02_09__23_31_44_10.jpg,1403,1515,-7.13,-0.27
02_09__23_31_44_20.jpg,1408,1523,-6.7,-0.26
02_09__23_31_44_31.jpg,1420,1522,-5.65,-0.22
02_09__23_31_44_41.jpg,1422,1522,-5.48,-0.22
02_09__23_31_44_52.jpg,1422,1522,-5.48,-0.22
02_09__23_31_44_52.jpg,1422,1523,-5.48,-0.22
02_09__23_31_44_62.jpg,1425,1523,-5.22,-0.21
02_09__23_31_44_73.jpg,1426,1523,-5.13,-0.2
02_09__23_31_44_83.jpg,1417,1529,-5.91,-0.23
02_09__23_31_44_94.jpg,1414,1529,-6.17,-0.24
02_09__23_31_45_04.jpg,1416,1529,-6,-0.23
02_09__23_31_45_04.jpg,1416,1530,-6,-0.23
02_09__23_31_45_14.jpg,1416,1530,-6,-0.23
02_09__23_31_45_25.jpg,1417,1539,-5.91,-0.23
02_09__23_31_45_35.jpg,1417,1539,-5.91,-0.23
02_09__23_31_45_45.jpg,1417,1538,-5.91,-0.23
02_09__23_31_45_56.jpg,1423,1538,-5.39,-0.21
02_09__23_31_45_56.jpg,1422,1528,-5.48,-0.22
02_09__23_31_45_66.jpg,1415,1527,-6.09,-0.24
02_09__23_31_45_77.jpg,1410,1526,-6.52,-0.25
02_09__23_31_45_87.jpg,1404,1527,-7.04,-0.27
02_09__23_31_45_98.jpg,1399,1527,-7.48,-0.28
02_09__23_31_46_08.jpg,1397,1528,-7.65,-0.29
02_09__23_31_46_08.jpg,1394,1528,-7.91,-0.3
02_09__23_31_46_18.jpg,1387,1527,-8.52,-0.32
02_09__23_31_46_29.jpg,1378,1527,-9.3,-0.34
02_09__23_31_46_39.jpg,1378,1528,-9.3,-0.34
02_09__23_31_46_50.jpg,1379,1536,-9.22,-0.34
02_09__23_31_46_60.jpg,1377,1537,-9.39,-0.34
02_09__23_31_46_60.jpg,1381,1538,-9.04,-0.33
02_09__23_31_46_70.jpg,1382,1538,-8.96,-0.33
02_09__23_31_46_81.jpg,1390,1531,-8.26,-0.31
02_09__23_31_46_91.jpg,1412,1531,-6.35,-0.24
02_09__23_31_47_02.jpg,1450,1530,-3.04,-0.14
02_09__23_31_47_02.jpg,1476,1530,-0.78,-0.06
02_09__23_31_47_12.jpg,1478,1530,-0.61,-0.06
02_09__23_31_47_22.jpg,1478,1530,-0.61,-0.06
02_09__23_31_47_33.jpg,1478,1528,-0.61,-0.06
02_09__23_31_47_43.jpg,1478,1528,-0.61,-0.06
02_09__23_31_47_54.jpg,1471,1534,-1.22,-0.08
02_09__23_31_47_54.jpg,1471,1534,-1.22,-0.08
02_09__23_31_47_64.jpg,1471,1534,-1.22,-0.08
02_09__23_31_47_75.jpg,1472,1537,-1.13,-0.07
02_09__23_31_47_85.jpg,1472,1537,-1.13,-0.07
02_09__23_31_47_95.jpg,1471,1537,-1.22,-0.08
02_09__23_31_48_06.jpg,1471,1536,-1.22,-0.08
02_09__23_31_48_06.jpg,1472,1536,-1.13,-0.07
02_09__23_31_48_16.jpg,1471,1534,-1.22,-0.08
02_09__23_31_48_26.jpg,1478,1528,-0.61,-0.06
02_09__23_31_48_37.jpg,1478,1528,-0.61,-0.06
02_09__23_31_48_47.jpg,1478,1528,-0.61,-0.06
02_09__23_31_48_58.jpg,1478,1527,-0.61,-0.06
02_09__23_31_48_58.jpg,1478,1527,-0.61,-0.06
02_09__23_31_48_68.jpg,1478,1527,-0.61,-0.06
02_09__23_31_48_78.jpg,1478,1527,-0.61,-0.06
02_09__23_31_48_89.jpg,1478,1527,-0.61,-0.06
02_09__23_31_49_00.jpg,1492,1550,0.61,-0.02
02_09__23_31_49_10.jpg,1495,1534,0.87,-0.01
02_09__23_31_49_10.jpg,1493,1534,0.7,-0.01
02_09__23_31_49_20.jpg,1490,1534,0.43,-0.02
02_09__23_31_49_31.jpg,1490,1534,0.43,-0.02
02_09__23_31_49_42.jpg,1495,1528,0.87,-0.01
02_09__23_31_49_52.jpg,1491,1528,0.52,-0.02
02_09__23_31_49_62.jpg,1485,1528,0,-0.04
02_09__23_31_49_62.jpg,1482,1528,-0.26,-0.04
02_09__23_31_49_72.jpg,1482,1528,-0.26,-0.04
02_09__23_31_49_83.jpg,1483,1528,-0.17,-0.04
02_09__23_31_49_93.jpg,1483,1527,-0.17,-0.04
02_09__23_31_50_04.jpg,1485,1527,0,-0.04
02_09__23_31_50_14.jpg,1489,1528,0.35,-0.02
02_09__23_31_50_14.jpg,1492,1526,0.61,-0.02
02_09__23_31_50_24.jpg,1490,1533,0.43,-0.02
02_09__23_31_50_35.jpg,1500,1533,1.3,0.01
02_09__23_31_50_45.jpg,1513,1533,2.43,0.04
02_09__23_31_50_56.jpg,1525,1533,3.48,0.08
02_09__23_31_50_66.jpg,1534,1533,4.26,0.1
02_09__23_31_50_66.jpg,1554,1533,6,0.16
02_09__23_31_50_77.jpg,1578,1533,8.09,0.23
02_09__23_31_50_87.jpg,1591,1527,9.22,0.27
02_09__23_31_50_97.jpg,1592,1527,9.3,0.27
02_09__23_31_51_08.jpg,1617,1528,11.48,0.34
02_09__23_31_51_18.jpg,1634,1528,12.96,0.39
02_09__23_31_51_18.jpg,1632,1528,12.78,0.38
02_09__23_31_51_29.jpg,1628,1528,12.43,0.37
02_09__23_31_51_39.jpg,1627,1528,12.35,0.37
02_09__23_31_51_49.jpg,1622,1528,11.91,0.36
02_09__23_31_51_60.jpg,1612,1551,11.04,0.33
02_09__23_31_51_60.jpg,1607,1534,10.61,0.31
02_09__23_31_51_71.jpg,1597,1534,9.74,0.28
02_09__23_31_51_81.jpg,1578,1535,8.09,0.23
02_09__23_31_51_91.jpg,1562,1534,6.7,0.18
02_09__23_31_52_01.jpg,1552,1534,5.83,0.16
02_09__23_31_52_12.jpg,1550,1528,5.65,0.15
02_09__23_31_52_12.jpg,1553,1528,5.91,0.16
02_09__23_31_52_22.jpg,1560,1528,6.52,0.18
02_09__23_31_52_33.jpg,1573,1529,7.65,0.22
02_09__23_31_52_43.jpg,1587,1529,8.87,0.26
02_09__23_31_52_53.jpg,1599,1529,9.91,0.29
02_09__23_31_52_64.jpg,1614,1529,11.22,0.33
02_09__23_31_52_64.jpg,1622,1529,11.91,0.36
02_09__23_31_52_75.jpg,1632,1529,12.78,0.38
02_09__23_31_52_85.jpg,1633,1534,12.87,0.39
02_09__23_31_52_95.jpg,1657,1534,14.96,0.46
02_09__23_31_53_06.jpg,1669,1534,16,0.49
02_09__23_31_53_16.jpg,1670,1534,16.09,0.49
02_09__23_31_53_16.jpg,1668,1534,15.91,0.49
02_09__23_31_53_27.jpg,1665,1535,15.65,0.48
02_09__23_31_53_37.jpg,1656,1534,14.87,0.45
02_09__23_31_53_47.jpg,1650,1536,14.35,0.44
02_09__23_31_53_58.jpg,1649,1531,14.26,0.43
02_09__23_31_53_68.jpg,1649,1531,14.26,0.43
02_09__23_31_53_68.jpg,1651,1531,14.43,0.44
02_09__23_31_53_79.jpg,1657,1530,14.96,0.46
02_09__23_31_53_89.jpg,1657,1530,14.96,0.46
02_09__23_31_53_99.jpg,1660,1530,15.22,0.46
02_09__23_31_54_10.jpg,1663,1528,15.48,0.47
02_09__23_31_54_10.jpg,1669,1527,16,0.49
02_09__23_31_54_20.jpg,1672,1551,16.26,0.5
02_09__23_31_54_31.jpg,1665,1534,15.65,0.48
02_09__23_31_54_41.jpg,1668,1534,15.91,0.49
02_09__23_31_54_51.jpg,1667,1533,15.83,0.48
02_09__23_31_54_62.jpg,1669,1534,16,0.49
02_09__23_31_54_72.jpg,1676,1528,16.61,0.51
02_09__23_31_54_72.jpg,1690,1528,17.83,0.55
02_09__23_31_54_83.jpg,1703,1528,18.96,0.59
02_09__23_31_54_93.jpg,1708,1528,19.39,0.6
02_09__23_31_55_04.jpg,1716,1527,20.09,0.62
02_09__23_31_55_14.jpg,1718,1528,20.26,0.63
02_09__23_31_55_24.jpg,1717,1527,20.17,0.63
02_09__23_31_55_24.jpg,1709,1527,19.48,0.6
02_09__23_31_55_35.jpg,1699,1527,18.61,0.57
02_09__23_31_55_45.jpg,1698,1550,18.52,0.57
02_09__23_31_55_55.jpg,1693,1533,18.09,0.56
02_09__23_31_55_66.jpg,1692,1533,18,0.55
02_09__23_31_55_77.jpg,1692,1533,18,0.55
02_09__23_31_55_77.jpg,1692,1533,18,0.55
02_09__23_31_55_88.jpg,1693,1527,18.09,0.56
02_09__23_31_55_97.jpg,1692,1527,18,0.55
02_09__23_31_56_07.jpg,1691,1527,17.91,0.55
02_09__23_31_56_18.jpg,1679,1527,16.87,0.52
02_09__23_31_56_28.jpg,1670,1527,16.09,0.49
02_09__23_31_56_28.jpg,1646,1527,14,0.42
02_09__23_31_56_39.jpg,1643,1527,13.74,0.42
02_09__23_31_56_49.jpg,1643,1527,13.74,0.42
02_09__23_31_56_60.jpg,1650,1527,14.35,0.44
02_09__23_31_56_70.jpg,1649,1527,14.26,0.43
02_09__23_31_56_70.jpg,1645,1533,13.91,0.42
02_09__23_31_56_81.jpg,1650,1533,14.35,0.44
02_09__23_31_56_91.jpg,1649,1534,14.26,0.43
02_09__23_31_57_01.jpg,1622,1533,11.91,0.36
02_09__23_31_57_12.jpg,1555,1533,6.09,0.16
02_09__23_31_57_22.jpg,1530,1533,3.91,0.09
02_09__23_31_57_22.jpg,1504,1533,1.65,0.02
02_09__23_31_57_33.jpg,1484,1533,-0.09,-0.04
02_09__23_31_57_43.jpg,1503,1533,1.57,0.02
02_09__23_31_57_53.jpg,1541,1533,4.87,0.12
02_09__23_31_57_64.jpg,1564,1527,6.87,0.19
02_09__23_31_57_74.jpg,1591,1527,9.22,0.27
02_09__23_31_57_74.jpg,1633,1530,12.87,0.39
02_09__23_31_57_85.jpg,1683,1531,17.22,0.53
02_09__23_31_57_95.jpg,1698,1531,18.52,0.57
02_09__23_31_58_06.jpg,1699,1529,18.61,0.57
02_09__23_31_58_16.jpg,1698,1529,18.52,0.57
02_09__23_31_58_26.jpg,1699,1551,18.61,0.57
02_09__23_31_58_37.jpg,1692,1534,18,0.55
02_09__23_31_58_37.jpg,1693,1535,18.09,0.56
02_09__23_31_58_47.jpg,1692,1535,18,0.55
02_09__23_31_58_58.jpg,1693,1535,18.09,0.56
02_09__23_31_58_68.jpg,1692,1531,18,0.55
02_09__23_31_58_78.jpg,1692,1527,18,0.55
02_09__23_31_58_89.jpg,1693,1526,18.09,0.56
02_09__23_31_58_89.jpg,1692,1527,18,0.55
02_09__23_31_58_99.jpg,1699,1526,18.61,0.57
02_09__23_31_59_10.jpg,1699,1526,18.61,0.57
02_09__23_31_59_20.jpg,1699,1526,18.61,0.57
02_09__23_31_59_31.jpg,1699,1526,18.61,0.57
02_09__23_31_59_31.jpg,1699,1527,18.61,0.57
02_09__23_31_59_41.jpg,1692,1535,18,0.55
02_09__23_31_59_52.jpg,1692,1535,18,0.55
02_09__23_31_59_62.jpg,1693,1535,18.09,0.56
02_09__23_31_59_72.jpg,1692,1535,18,0.55
02_09__23_31_59_72.jpg,1693,1535,18.09,0.56
02_09__23_31_59_83.jpg,1692,1535,18,0.55
02_09__23_31_59_93.jpg,1692,1535,18,0.55
02_09__23_32_00_04.jpg,1692,1535,18,0.55
02_09__23_32_00_14.jpg,1684,1535,17.3,0.53
02_09__23_32_00_24.jpg,1667,1529,15.83,0.48
02_09__23_32_00_24.jpg,1608,1532,10.7,0.32
02_09__23_32_00_35.jpg,1599,1528,9.91,0.29
02_09__23_32_00_45.jpg,1590,1528,9.13,0.26
02_09__23_32_00_56.jpg,1591,1528,9.22,0.27
02_09__23_32_00_66.jpg,1584,1528,8.61,0.25
02_09__23_32_00_77.jpg,1585,1528,8.7,0.25
02_09__23_32_00_77.jpg,1589,1528,9.04,0.26
02_09__23_32_00_87.jpg,1592,1528,9.3,0.27
02_09__23_32_00_97.jpg,1593,1528,9.39,0.27
02_09__23_32_01_08.jpg,1592,1528,9.3,0.27
02_09__23_32_01_18.jpg,1578,1528,8.09,0.23
02_09__23_32_01_28.jpg,1548,1551,5.48,0.14
02_09__23_32_01_39.jpg,1506,1533,1.83,0.02
02_09__23_32_01_39.jpg,1480,1532,-0.43,-0.05
02_09__23_32_01_49.jpg,1472,1531,-1.13,-0.07
02_09__23_32_01_60.jpg,1472,1532,-1.13,-0.07
02_09__23_32_01_70.jpg,1479,1532,-0.52,-0.05
02_09__23_32_01_80.jpg,1494,1527,0.78,-0.01
02_09__23_32_01_80.jpg,1515,1527,2.61,0.05
02_09__23_32_01_91.jpg,1567,1527,7.13,0.2
02_09__23_32_02_01.jpg,1582,1527,8.43,0.24
02_09__23_32_02_12.jpg,1584,1527,8.61,0.25
02_09__23_32_02_22.jpg,1586,1527,8.78,0.25
02_09__23_32_02_32.jpg,1587,1527,8.87,0.26
02_09__23_32_02_32.jpg,1583,1534,8.52,0.24
02_09__23_32_02_43.jpg,1549,1529,5.57,0.15
02_09__23_32_02_53.jpg,1472,1529,-1.13,-0.07
02_09__23_32_02_64.jpg,1471,1529,-1.22,-0.08
02_09__23_32_02_74.jpg,1472,1529,-1.13,-0.07
02_09__23_32_02_84.jpg,1471,1529,-1.22,-0.08
02_09__23_32_02_84.jpg,1472,1529,-1.13,-0.07
02_09__23_32_02_95.jpg,1472,1529,-1.13,-0.07
02_09__23_32_03_06.jpg,1471,1530,-1.22,-0.08
02_09__23_32_03_16.jpg,1472,1531,-1.13,-0.07
02_09__23_32_03_27.jpg,1472,1532,-1.13,-0.07
02_09__23_32_03_37.jpg,1478,1526,-0.61,-0.06
02_09__23_32_03_37.jpg,1477,1526,-0.7,-0.06
02_09__23_32_03_47.jpg,1475,1525,-0.87,-0.06
02_09__23_32_03_58.jpg,1471,1525,-1.22,-0.08
02_09__23_32_03_68.jpg,1430,1525,-4.78,-0.19
02_09__23_32_03_78.jpg,1352,1525,-11.57,-0.42
02_09__23_32_03_89.jpg,1280,1524,-17.83,-0.62
02_09__23_32_03_89.jpg,1219,1525,-23.13,-0.79
02_09__23_32_03_99.jpg,1197,1525,-25.04,-0.86
02_09__23_32_04_10.jpg,1209,1525,-24,-0.82
02_09__23_32_04_20.jpg,1224,1525,-22.7,-0.78
02_09__23_32_04_20.jpg,1277,1525,-18.09,-0.63
02_09__23_32_04_30.jpg,1278,1548,-18,-0.63
02_09__23_32_04_41.jpg,1275,1530,-18.26,-0.63
02_09__23_32_04_51.jpg,1278,1530,-18,-0.63
02_09__23_32_04_62.jpg,1272,1530,-18.52,-0.64
02_09__23_32_04_72.jpg,1253,1530,-20.17,-0.7
02_09__23_32_04_82.jpg,1225,1530,-22.61,-0.78
02_09__23_32_04_82.jpg,1198,1530,-24.96,-0.85
02_09__23_32_04_93.jpg,1168,1524,-27.57,-0.94
02_09__23_32_05_03.jpg,1163,1524,-28,-0.95
02_09__23_32_05_14.jpg,1159,1524,-28.35,-0.97
02_09__23_32_05_24.jpg,1157,1524,-28.52,-0.97
02_09__23_32_05_34.jpg,1157,1524,-28.52,-0.97
02_09__23_32_05_34.jpg,1159,1524,-28.35,-0.97
02_09__23_32_05_45.jpg,1158,1524,-28.43,-0.97
02_09__23_32_05_56.jpg,1159,1524,-28.35,-0.97
02_09__23_32_05_66.jpg,1159,1524,-28.35,-0.97
02_09__23_32_05_76.jpg,1163,1524,-28,-0.95
02_09__23_32_05_87.jpg,1157,1530,-28.52,-0.97
02_09__23_32_05_87.jpg,1157,1529,-28.52,-0.97
02_09__23_32_05_97.jpg,1160,1529,-28.26,-0.96
02_09__23_32_06_07.jpg,1167,1529,-27.65,-0.94
02_09__23_32_06_18.jpg,1167,1530,-27.65,-0.94
02_09__23_32_06_28.jpg,1167,1529,-27.65,-0.94
02_09__23_32_06_38.jpg,1168,1529,-27.57,-0.94
02_09__23_32_06_38.jpg,1168,1531,-27.57,-0.94
02_09__23_32_06_49.jpg,1168,1534,-27.57,-0.94
02_09__23_32_06_59.jpg,1168,1526,-27.57,-0.94
02_09__23_32_06_70.jpg,1168,1527,-27.57,-0.94
02_09__23_32_06_80.jpg,1168,1527,-27.57,-0.94
02_09__23_32_06_80.jpg,1168,1527,-27.57,-0.94
02_09__23_32_06_90.jpg,1168,1527,-27.57,-0.94
02_09__23_32_07_01.jpg,1168,1527,-27.57,-0.94
02_09__23_32_07_12.jpg,1168,1527,-27.57,-0.94
02_09__23_32_07_22.jpg,1168,1526,-27.57,-0.94
02_09__23_32_07_33.jpg,1168,1550,-27.57,-0.94
02_09__23_32_07_43.jpg,1170,1531,-27.39,-0.93
02_09__23_32_07_43.jpg,1186,1529,-26,-0.89
02_09__23_32_07_53.jpg,1205,1530,-24.35,-0.83
02_09__23_32_07_64.jpg,1210,1530,-23.91,-0.82
02_09__23_32_07_74.jpg,1208,1524,-24.09,-0.83
02_09__23_32_07_85.jpg,1207,1524,-24.17,-0.83
02_09__23_32_07_95.jpg,1193,1524,-25.39,-0.87
02_09__23_32_07_95.jpg,1190,1524,-25.65,-0.88
02_09__23_32_08_05.jpg,1194,1524,-25.3,-0.87
02_09__23_32_08_16.jpg,1198,1524,-24.96,-0.85
02_09__23_32_08_26.jpg,1197,1525,-25.04,-0.86
02_09__23_32_08_37.jpg,1198,1525,-24.96,-0.85
02_09__23_32_08_37.jpg,1197,1525,-25.04,-0.86
02_09__23_32_08_47.jpg,1198,1548,-24.96,-0.85
02_09__23_32_08_57.jpg,1221,1531,-22.96,-0.79
02_09__23_32_08_68.jpg,1252,1531,-20.26,-0.7
02_09__23_32_08_78.jpg,1318,1525,-14.52,-0.51
02_09__23_32_08_89.jpg,1381,1525,-9.04,-0.33
02_09__23_32_08_99.jpg,1430,1525,-4.78,-0.19
02_09__23_32_08_99.jpg,1447,1525,-3.3,-0.14
02_09__23_32_09_09.jpg,1456,1525,-2.52,-0.12
02_09__23_32_09_20.jpg,1424,1525,-5.3,-0.21
02_09__23_32_09_30.jpg,1402,1525,-7.22,-0.27
02_09__23_32_09_41.jpg,1393,1547,-8,-0.3
02_09__23_32_09_51.jpg,1381,1530,-9.04,-0.33
02_09__23_32_09_51.jpg,1370,1530,-10,-0.36
02_09__23_32_09_61.jpg,1358,1529,-11.04,-0.4
02_09__23_32_09_72.jpg,1315,1529,-14.78,-0.52
02_09__23_32_09_82.jpg,1298,1529,-16.26,-0.57
02_09__23_32_09_93.jpg,1298,1529,-16.26,-0.57
02_09__23_32_10_03.jpg,1298,1523,-16.26,-0.57
02_09__23_32_10_03.jpg,1303,1523,-15.83,-0.55
02_09__23_32_10_13.jpg,1310,1525,-15.22,-0.53
02_09__23_32_10_24.jpg,1311,1526,-15.13,-0.53
02_09__23_32_10_34.jpg,1315,1527,-14.78,-0.52
02_09__23_32_10_45.jpg,1324,1527,-14,-0.5
02_09__23_32_10_55.jpg,1345,1527,-12.17,-0.44
02_09__23_32_10_55.jpg,1351,1527,-11.65,-0.42
02_09__23_32_10_66.jpg,1352,1526,-11.57,-0.42
02_09__23_32_10_76.jpg,1347,1532,-12,-0.43
02_09__23_32_10_86.jpg,1363,1533,-10.61,-0.38
02_09__23_32_10_97.jpg,1374,1532,-9.65,-0.35
02_09__23_32_11_07.jpg,1386,1532,-8.61,-0.32
02_09__23_32_11_07.jpg,1407,1533,-6.78,-0.26
